domain,div,a,img,span,ul,li
mail.yahoo.co.jp,121.0,28.0,5.0,57.0,6.0,11.0
login.yahoo.co.jp,121.0,28.0,5.0,57.0,6.0,11.0
currency-strength.com,24.0,17.0,6.0,3.0,2.0,11.0
sarakura.net,81.0,24.0,7.0,32.0,3.0,11.0
tk-production.xyz,65.0,34.0,8.0,47.0,3.0,11.0
tk-production.xyz,66.0,34.0,8.0,47.0,3.0,11.0
tk-production.xyz,66.0,34.0,8.0,47.0,3.0,11.0
cobarutbegia.com,30.0,27.0,9.0,2.0,3.0,11.0
travelinfo.jp,32.0,15.0,9.0,1.0,3.0,11.0
style16.net,139.0,49.0,9.0,77.0,3.0,11.0
yonedam.org,19.0,20.0,10.0,11.0,2.0,11.0
tokyo-cr.jp,69.0,24.0,10.0,82.0,2.0,11.0
helping-hand-housework.com,90.0,38.0,10.0,15.0,2.0,11.0
ssaits.jp,52.0,15.0,10.0,10.0,2.0,11.0
tokyo-cr.jp,69.0,24.0,10.0,82.0,2.0,11.0
helping-hand-housework.com,90.0,38.0,10.0,15.0,2.0,11.0
info-nara.com,56.0,51.0,10.0,14.0,3.0,11.0
entanmame.com,32.0,33.0,10.0,27.0,3.0,11.0
withdevice.com,56.0,41.0,10.0,36.0,3.0,11.0
darage.com,35.0,13.0,10.0,1.0,3.0,11.0
tekuteku-english.com,68.0,23.0,10.0,73.0,4.0,11.0
chico-blog1.com,66.0,24.0,11.0,81.0,2.0,11.0
paa.jp,20.0,15.0,11.0,10.0,2.0,11.0
zatsugaku-note.com,60.0,24.0,11.0,81.0,2.0,11.0
coupon-matome.com,34.0,41.0,11.0,5.0,2.0,11.0
chico-blog1.com,66.0,24.0,11.0,81.0,2.0,11.0
trend-hoyahoya.com,83.0,26.0,12.0,96.0,3.0,11.0
touchlab.jp,87.0,49.0,13.0,24.0,2.0,11.0
superhex.io,103.0,6.0,13.0,11.0,2.0,11.0
ticket-outlet.com,162.0,41.0,13.0,20.0,3.0,11.0
ticket-outlet.com,164.0,41.0,13.0,20.0,3.0,11.0
sisinmaru.com,75.0,28.0,13.0,44.0,3.0,11.0
ticket-outlet.com,164.0,41.0,13.0,20.0,3.0,11.0
hagakie.com,141.0,21.0,14.0,75.0,2.0,11.0
kagasyo.com,54.0,33.0,14.0,21.0,3.0,11.0
miyearnzzlabo.com,138.0,33.0,14.0,43.0,3.0,11.0
kazukichi-money.com,105.0,35.0,14.0,139.0,4.0,11.0
flowerillust.com,44.0,19.0,15.0,3.0,2.0,11.0
plan-ltd.co.jp,57.0,39.0,15.0,6.0,3.0,11.0
yuu01.jp,47.0,28.0,15.0,4.0,3.0,11.0
densuke.biz,95.0,12.0,15.0,13.0,4.0,11.0
sorahack.com,92.0,47.0,17.0,70.0,3.0,11.0
cafeinfuk.com,43.0,23.0,18.0,2.0,3.0,11.0
cafeinfuk.com,47.0,23.0,18.0,2.0,3.0,11.0
cafeinfuk.com,47.0,23.0,18.0,2.0,3.0,11.0
ryukyu-rider.jp,21.0,26.0,18.0,12.0,3.0,11.0
joshime.com,121.0,85.0,19.0,14.0,3.0,11.0
photo-miyagi.com,55.0,35.0,19.0,17.0,3.0,11.0
pool3150info.com,118.0,39.0,19.0,76.0,4.0,11.0
pool3150info.com,122.0,41.0,19.0,76.0,4.0,11.0
pool3150info.com,122.0,41.0,19.0,76.0,4.0,11.0
food-dictionary88.com,61.0,24.0,20.0,71.0,2.0,11.0
holaquiz.com,50.0,41.0,20.0,4.0,3.0,11.0
rei-fc.com,147.0,45.0,21.0,68.0,3.0,11.0
arachne.jp,127.0,48.0,21.0,20.0,3.0,11.0
aozora-band.com,73.0,60.0,21.0,1.0,3.0,11.0
typingerz.com,146.0,58.0,21.0,51.0,3.0,11.0
autorecipes.com,71.0,23.0,22.0,81.0,2.0,11.0
pathee.com,122.0,16.0,22.0,19.0,3.0,11.0
keitai-tiebukuro.com,115.0,39.0,22.0,79.0,3.0,11.0
keitai-tiebukuro.com,115.0,39.0,22.0,79.0,3.0,11.0
nupefile.com.ng,111.0,78.0,23.0,43.0,2.0,11.0
elinstyle.com,39.0,37.0,23.0,21.0,3.0,11.0
koreyokatta.net,182.0,58.0,23.0,15.0,3.0,11.0
nupefile.com.ng,109.0,78.0,24.0,43.0,2.0,11.0
nupefile.com.ng,109.0,78.0,24.0,43.0,2.0,11.0
bou-tou.net,124.0,37.0,25.0,183.0,2.0,11.0
mag-zou.com,85.0,28.0,25.0,95.0,2.0,11.0
friendsforever.world,106.0,33.0,25.0,4.0,3.0,11.0
lobi.co,103.0,43.0,25.0,5.0,3.0,11.0
self-guard.net,151.0,116.0,25.0,279.0,4.0,11.0
next-movie.work,158.0,47.0,26.0,104.0,3.0,11.0
next-movie.work,164.0,47.0,26.0,104.0,3.0,11.0
next-movie.work,164.0,47.0,26.0,104.0,3.0,11.0
seguimiii.com,130.0,73.0,27.0,44.0,2.0,11.0
pc-maker.net,75.0,50.0,30.0,6.0,3.0,11.0
campion110.net,68.0,61.0,31.0,2.0,2.0,11.0
friendsforlife.me,127.0,38.0,31.0,12.0,3.0,11.0
pubfinity.com,253.0,46.0,31.0,17.0,3.0,11.0
football-tribe.com,116.0,24.0,32.0,39.0,2.0,11.0
nandemonai-hi.com,104.0,45.0,32.0,30.0,3.0,11.0
pocco.net,235.0,115.0,34.0,35.0,3.0,11.0
pocco.net,236.0,114.0,34.0,35.0,3.0,11.0
sototenki.jp,200.0,65.0,34.0,5.0,4.0,11.0
tennis.jp,81.0,43.0,34.0,2.0,4.0,11.0
i711.com,141.0,38.0,44.0,141.0,2.0,11.0
yugioh-cram-school.com,213.0,62.0,44.0,101.0,3.0,11.0
ninten-switch.com,134.0,67.0,52.0,69.0,3.0,11.0
risulabo.com,145.0,90.0,52.0,151.0,4.0,11.0
magurowch.net,282.0,79.0,54.0,166.0,4.0,11.0
hamanotechnicalworks.com,168.0,122.0,58.0,2.0,2.0,11.0
topgames.ai,133.0,120.0,108.0,101.0,4.0,11.0
sengokumiman.com,13.0,203.0,1.0,2.0,2.0,11.0
nengou.jp,28.0,17.0,1.0,2.0,2.0,11.0
xn--6ckte0bb0819a89zb.com,32.0,9.0,1.0,3.0,3.0,11.0
naming-dic.com,132.0,136.0,1.0,41.0,4.0,11.0
appledaily.com,915.0,202.0,93.0,80.0,0.0,11.0
appledaily.com,930.0,201.0,93.0,79.0,0.0,11.0
smart-navigator.com,479.0,147.0,113.0,26.0,3.0,11.0
kirakuyahonpo.com,163.0,52.0,35.0,115.0,2.0,11.0
meguun.com,182.0,52.0,35.0,95.0,3.0,11.0
meguun.com,183.0,52.0,35.0,95.0,3.0,11.0
pinoytambayanteleserye.su,139.0,123.0,35.0,4.0,3.0,11.0
meguun.com,183.0,52.0,35.0,95.0,3.0,11.0
estar.jp,775.0,135.0,35.0,113.0,5.0,11.0
estar.jp,775.0,135.0,35.0,113.0,5.0,11.0
line-world.jp,283.0,90.0,41.0,44.0,4.0,11.0
mizumarublog.jp,171.0,93.0,51.0,112.0,2.0,11.0
mizumarublog.jp,171.0,93.0,51.0,111.0,2.0,11.0
mizumarublog.jp,170.0,93.0,51.0,111.0,2.0,11.0
yuubinbangou.net,56.0,74.0,53.0,81.0,2.0,11.0
versus.com,449.0,230.0,53.0,87.0,4.0,11.0
people-today.com,606.0,221.0,55.0,169.0,4.0,11.0
carblo.net,114.0,178.0,74.0,26.0,3.0,11.0
xn--gdkzb6a090wkhj.com,1124.0,81.0,110.0,100.0,2.0,11.0
brawlify.com,1130.0,566.0,1768.0,381.0,3.0,11.0
clabel.jp,340.0,89.0,71.0,28.0,4.0,11.0
machikadolog.net,398.0,115.0,83.0,193.0,3.0,11.0
buzzbuzz-net.com,160.0,156.0,83.0,32.0,4.0,11.0
pm-notes.com,584.0,139.0,87.0,36.0,3.0,11.0
games2rule.com,157.0,195.0,111.0,148.0,4.0,11.0
webdentaku.com,27.0,27.0,0.0,8.0,2.0,12.0
pazru.net,31.0,26.0,0.0,0.0,3.0,12.0
iruca.co,20.0,19.0,2.0,3.0,2.0,12.0
lemonde.co.il,446.0,144.0,2.0,139.0,2.0,12.0
tradesoftheday.com,97.0,63.0,2.0,42.0,3.0,12.0
tradesoftheday.com,96.0,63.0,2.0,42.0,3.0,12.0
xn--pckua2c4hla2f9421e4lya.jp,45.0,14.0,2.0,7.0,5.0,12.0
remivoice.jp,51.0,26.0,4.0,27.0,5.0,12.0
emprego.pt,70.0,16.0,4.0,30.0,5.0,12.0
remivoice.jp,51.0,26.0,4.0,27.0,5.0,12.0
decopachi.com,56.0,18.0,5.0,16.0,3.0,12.0
decopachi.com,56.0,18.0,5.0,16.0,3.0,12.0
kutukau.com,24.0,17.0,6.0,3.0,3.0,12.0
sagara-works.jp,35.0,22.0,7.0,1.0,2.0,12.0
calendar-calendar.com,80.0,22.0,7.0,9.0,3.0,12.0
sijisuru.com,29.0,15.0,7.0,1.0,5.0,12.0
eotimedopovo.com.br,108.0,45.0,8.0,3.0,3.0,12.0
narakanko-enjoy.com,83.0,83.0,8.0,149.0,5.0,12.0
meiwakucheck.com,30.0,46.0,9.0,9.0,3.0,12.0
bakequiz.com,30.0,17.0,9.0,5.0,3.0,12.0
meiwakucheck.com,30.0,46.0,9.0,9.0,3.0,12.0
kibounotou.jp,61.0,25.0,10.0,81.0,2.0,12.0
kibounotou.jp,62.0,25.0,10.0,81.0,2.0,12.0
hwtechnical.com,73.0,83.0,10.0,39.0,2.0,12.0
kibounotou.jp,62.0,25.0,10.0,81.0,2.0,12.0
kiramune-sc.jp,84.0,30.0,10.0,75.0,4.0,12.0
dailyprosper.com,550.0,186.0,10.0,80.0,4.0,12.0
dailyprosper.com,552.0,186.0,10.0,80.0,4.0,12.0
kabupro.xyz,43.0,76.0,10.0,64.0,4.0,12.0
dailyprosper.com,552.0,186.0,10.0,80.0,4.0,12.0
kabupro.xyz,43.0,76.0,10.0,64.0,4.0,12.0
vlog48.com,93.0,60.0,11.0,35.0,2.0,12.0
ciclo.jp,108.0,29.0,11.0,46.0,3.0,12.0
ciclo.jp,112.0,29.0,11.0,46.0,3.0,12.0
akogaresan.net,48.0,63.0,11.0,61.0,3.0,12.0
tubuyaki-burogu.com,62.0,26.0,11.0,82.0,3.0,12.0
ciclo.jp,112.0,29.0,11.0,46.0,3.0,12.0
tubuyaki-burogu.com,62.0,26.0,11.0,82.0,3.0,12.0
reddragonsmedia.com,83.0,78.0,11.0,53.0,4.0,12.0
vlog48.com,93.0,60.0,12.0,35.0,2.0,12.0
nkskad.com,66.0,25.0,12.0,81.0,2.0,12.0
checkmate-blog.com,90.0,49.0,12.0,32.0,3.0,12.0
ixawiki.com,18.0,67.0,12.0,6.0,3.0,12.0
soliciteagora.com,196.0,63.0,12.0,105.0,4.0,12.0
chirashiplus.jp,48.0,22.0,12.0,6.0,5.0,12.0
numero33.net,36.0,137.0,13.0,7.0,2.0,12.0
wise-media-factory.com,82.0,25.0,13.0,80.0,3.0,12.0
wise-media-factory.com,83.0,25.0,13.0,80.0,3.0,12.0
gomashiba-blog.com,36.0,35.0,13.0,2.0,4.0,12.0
gomashiba-blog.com,36.0,35.0,13.0,2.0,4.0,12.0
gomashiba-blog.com,36.0,35.0,13.0,2.0,4.0,12.0
twisave.com,59.0,32.0,14.0,5.0,2.0,12.0
dancingdolls.jp,68.0,54.0,15.0,88.0,2.0,12.0
typingx0.net,40.0,29.0,15.0,1.0,2.0,12.0
dancingdolls.jp,68.0,54.0,15.0,88.0,2.0,12.0
takumiblog.work,133.0,101.0,15.0,166.0,3.0,12.0
petasu.biz,86.0,31.0,15.0,50.0,3.0,12.0
clutchmagjapan.com,88.0,32.0,15.0,93.0,4.0,12.0
30first-time-experience.com,61.0,24.0,16.0,31.0,3.0,12.0
tkrs.net,61.0,31.0,16.0,35.0,3.0,12.0
game-chan.net,111.0,46.0,16.0,0.0,5.0,12.0
mamecoro-ji.com,119.0,34.0,17.0,116.0,2.0,12.0
ac-writing.com,33.0,45.0,17.0,11.0,3.0,12.0
ac-writing.com,34.0,45.0,17.0,11.0,3.0,12.0
ac-writing.com,34.0,45.0,17.0,11.0,3.0,12.0
downloadcomputergames.net,98.0,44.0,18.0,5.0,2.0,12.0
2chblog.jp,39.0,14.0,19.0,33.0,3.0,12.0
dreamlog.jp,39.0,14.0,19.0,33.0,3.0,12.0
livedoor.blog,39.0,14.0,19.0,33.0,3.0,12.0
fromnorth.net,63.0,53.0,19.0,0.0,2.0,12.0
luniversdangeline.fr,836.0,34.0,19.0,53.0,3.0,12.0
luniversdangeline.fr,845.0,34.0,19.0,53.0,3.0,12.0
2chblog.jp,39.0,14.0,19.0,33.0,3.0,12.0
dreamlog.jp,39.0,14.0,19.0,33.0,3.0,12.0
luniversdangeline.fr,832.0,34.0,19.0,51.0,3.0,12.0
livedoor.blog,39.0,14.0,19.0,33.0,3.0,12.0
tabemono-info.com,63.0,26.0,20.0,83.0,3.0,12.0
acgi.jp,28.0,32.0,20.0,2.0,3.0,12.0
87diary.com,96.0,55.0,20.0,44.0,4.0,12.0
pool-lover.com,102.0,56.0,21.0,22.0,6.0,12.0
topcarweb.com,102.0,56.0,21.0,22.0,6.0,12.0
pool-lover.com,102.0,56.0,21.0,22.0,6.0,12.0
xn--365-4k4bodqhlg.com,138.0,41.0,21.0,101.0,2.0,12.0
xn--365-4k4bodqhlg.com,138.0,41.0,21.0,101.0,2.0,12.0
face-design-cut.com,142.0,40.0,21.0,71.0,3.0,12.0
face-design-cut.com,147.0,40.0,21.0,71.0,3.0,12.0
koyurugi.com,99.0,31.0,21.0,58.0,3.0,12.0
face-design-cut.com,147.0,40.0,21.0,71.0,3.0,12.0
fm-p.jp,37.0,44.0,21.0,0.0,4.0,12.0
88masnews.com,102.0,56.0,21.0,22.0,6.0,12.0
ario-kawaguchi.jp,66.0,29.0,22.0,95.0,2.0,12.0
komekorecipe.com,62.0,26.0,22.0,81.0,2.0,12.0
abikosan.com,117.0,40.0,22.0,40.0,2.0,12.0
nas-blog.com,36.0,31.0,22.0,21.0,3.0,12.0
nurie-ya.com,44.0,56.0,22.0,3.0,4.0,12.0
timelesslife.info,221.0,143.0,23.0,34.0,3.0,12.0
hayassan.com,130.0,43.0,24.0,76.0,3.0,12.0
news-cartrend.com,155.0,40.0,24.0,56.0,3.0,12.0
artisan-select.com,82.0,19.0,24.0,9.0,3.0,12.0
horisage.cyou,161.0,75.0,25.0,169.0,3.0,12.0
news-cartrend.com,159.0,41.0,25.0,55.0,3.0,12.0
enjoy-everyday.jp,65.0,41.0,26.0,25.0,3.0,12.0
fm-arena.com,185.0,134.0,26.0,87.0,3.0,12.0
neutralx0.net,31.0,51.0,29.0,1.0,2.0,12.0
kinisuru.com,96.0,45.0,30.0,96.0,2.0,12.0
pssection9.com,96.0,61.0,36.0,15.0,2.0,12.0
imamagininal.com,70.0,46.0,36.0,16.0,2.0,12.0
modyolo.com,289.0,115.0,36.0,148.0,3.0,12.0
blogspot.com,25.0,16.0,42.0,2.0,4.0,12.0
xn--r0zxzv80a.com,78.0,118.0,46.0,69.0,3.0,12.0
selfbodywork.jp,181.0,120.0,60.0,51.0,2.0,12.0
bosotown.com,53.0,94.0,76.0,6.0,2.0,12.0
i92surf.com,136.0,286.0,92.0,28.0,2.0,12.0
newscollect.jp,670.0,211.0,120.0,230.0,2.0,12.0
newscollect.jp,670.0,216.0,120.0,230.0,2.0,12.0
do-agri.com,284.0,294.0,124.0,0.0,2.0,12.0
retry1.com,79.0,22.0,1.0,16.0,3.0,12.0
topsavings.net,374.0,80.0,1.0,80.0,4.0,12.0
mie-kankou.info,25.0,18.0,1.0,3.0,4.0,12.0
gamefnf.com,202.0,271.0,169.0,45.0,2.0,12.0
exchangerate.guru,106.0,205.0,201.0,9.0,4.0,12.0
akachanbu-ako.com,436.0,117.0,203.0,811.0,2.0,12.0
7pre.jp,142.0,62.0,33.0,35.0,3.0,12.0
wanloveblog.net,94.0,226.0,33.0,18.0,4.0,12.0
actualidad-noticias-famosos.com,80.0,49.0,35.0,11.0,5.0,12.0
happy-bodoge.com,172.0,50.0,39.0,268.0,2.0,12.0
sr400fel.com,178.0,62.0,39.0,98.0,3.0,12.0
sr400fel.com,178.0,62.0,39.0,98.0,3.0,12.0
slotinfo.net,211.0,49.0,39.0,95.0,4.0,12.0
disney-blog.jp,221.0,61.0,39.0,113.0,5.0,12.0
disney-blog.jp,221.0,61.0,39.0,113.0,5.0,12.0
bokoimeshi.com,357.0,42.0,39.0,87.0,6.0,12.0
agentgate.jp,103.0,58.0,41.0,11.0,2.0,12.0
itadakimasu-kyoto.com,316.0,144.0,43.0,86.0,2.0,12.0
sumaoji.com,129.0,88.0,43.0,66.0,4.0,12.0
gogo.gs,216.0,248.0,45.0,73.0,3.0,12.0
natural-kirei.net,234.0,70.0,45.0,68.0,3.0,12.0
sendaiminami-tusin.com,90.0,105.0,51.0,17.0,3.0,12.0
buffett-taro.net,416.0,266.0,57.0,63.0,3.0,12.0
supersento.com,56.0,137.0,61.0,0.0,2.0,12.0
kaijo-turibori.info,40.0,163.0,61.0,120.0,3.0,12.0
chewy.jp,61.0,77.0,63.0,5.0,3.0,12.0
hisasih.com,353.0,71.0,67.0,45.0,2.0,12.0
hisasih.com,362.0,71.0,67.0,45.0,2.0,12.0
hisasih.com,362.0,71.0,67.0,45.0,2.0,12.0
07137.com,238.0,18.0,79.0,22.0,2.0,12.0
hellomitz3.net,110.0,89.0,111.0,13.0,4.0,12.0
newkidsgames.org,393.0,160.0,127.0,0.0,2.0,12.0
kigyoka-shacho.com,310.0,103.0,166.0,142.0,3.0,12.0
alicex.jp,54.0,35.0,0.0,15.0,3.0,13.0
law-ed07.com,14.0,24.0,4.0,0.0,2.0,13.0
fmu.co.jp,49.0,17.0,4.0,10.0,3.0,13.0
generals.io,25.0,41.0,4.0,64.0,5.0,13.0
hyoukou-ichiran.com,48.0,67.0,5.0,22.0,2.0,13.0
guidemaps.net,100.0,168.0,5.0,10.0,3.0,13.0
tokyo-keizai.com,57.0,54.0,5.0,3.0,3.0,13.0
akbp48.com,22.0,23.0,7.0,6.0,2.0,13.0
chunkbase.com,41.0,22.0,8.0,2.0,3.0,13.0
ecobalance2018.org,32.0,36.0,10.0,2.0,3.0,13.0
mamiiku.com,94.0,31.0,10.0,57.0,5.0,13.0
mob.gr.jp,105.0,24.0,11.0,51.0,2.0,13.0
xn--u9j0py07elfa207ap8opyavt585eez4b5qi49em1xiv3c.com,92.0,54.0,11.0,118.0,3.0,13.0
disneyindex.net,92.0,78.0,11.0,8.0,3.0,13.0
onestop-biz.com,60.0,24.0,11.0,1.0,3.0,13.0
osaka-breakfast.com,63.0,29.0,11.0,96.0,3.0,13.0
bg-ranking.xyz,114.0,30.0,11.0,88.0,4.0,13.0
leechangsik.com,41.0,41.0,11.0,36.0,4.0,13.0
leechangsik.com,39.0,41.0,11.0,36.0,4.0,13.0
bg-ranking.xyz,114.0,30.0,11.0,86.0,4.0,13.0
parkx.jp,43.0,25.0,11.0,1.0,6.0,13.0
minnanojoshitalk.com,484.0,50.0,11.0,88.0,6.0,13.0
ti-blg-02.com,65.0,31.0,12.0,43.0,2.0,13.0
nazoq.com,33.0,54.0,12.0,3.0,2.0,13.0
xn--tckybc2b6h6dcb.xyz,56.0,48.0,12.0,10.0,2.0,13.0
dokoniaru.com,69.0,62.0,12.0,87.0,3.0,13.0
harimania.com,38.0,31.0,12.0,15.0,3.0,13.0
shrine-carine.com,112.0,35.0,12.0,41.0,3.0,13.0
usedcarnews.jp,55.0,104.0,12.0,62.0,4.0,13.0
chirashiplus.jp,49.0,23.0,12.0,6.0,5.0,13.0
lotus-will.com,92.0,29.0,13.0,68.0,3.0,13.0
kingdomofmen.com,165.0,44.0,13.0,4.0,3.0,13.0
lightandcharm.com,179.0,77.0,13.0,54.0,3.0,13.0
lotus-will.com,92.0,29.0,13.0,68.0,3.0,13.0
alpaca-log.com,77.0,32.0,13.0,72.0,3.0,13.0
alpaca-log.com,77.0,32.0,13.0,72.0,3.0,13.0
sky-journal.com,101.0,27.0,13.0,87.0,5.0,13.0
fx-fuuta.com,50.0,28.0,14.0,6.0,3.0,13.0
l-kyojin01.jp,44.0,35.0,14.0,3.0,3.0,13.0
l-kyojin01.jp,45.0,35.0,14.0,3.0,3.0,13.0
start.me,158.0,52.0,14.0,0.0,4.0,13.0
sk8navi.com,36.0,26.0,15.0,1.0,2.0,13.0
cashing-go.com,27.0,32.0,15.0,32.0,3.0,13.0
yurusupo.com,37.0,36.0,15.0,2.0,3.0,13.0
momosu12cgx.com,99.0,29.0,15.0,89.0,3.0,13.0
nekobu.net,343.0,133.0,15.0,78.0,3.0,13.0
headtopics.com,842.0,185.0,15.0,457.0,4.0,13.0
ieeei.biz,67.0,49.0,16.0,29.0,3.0,13.0
snacktime75.com,72.0,58.0,16.0,12.0,3.0,13.0
1blog.jp,92.0,48.0,16.0,19.0,3.0,13.0
xn--7-kgu4ez37mo4lpi5agu3b.com,68.0,33.0,16.0,21.0,3.0,13.0
omix1967.com,78.0,39.0,16.0,15.0,4.0,13.0
gear-zanmai.com,40.0,39.0,17.0,6.0,4.0,13.0
doinaka-mono.com,46.0,29.0,18.0,4.0,3.0,13.0
first-volunteer.com,63.0,21.0,18.0,5.0,4.0,13.0
first-volunteer.com,65.0,21.0,18.0,5.0,4.0,13.0
serendipity.page,91.0,76.0,18.0,28.0,4.0,13.0
ai-credit.com,343.0,87.0,19.0,82.0,3.0,13.0
korean-channel.com,75.0,104.0,20.0,73.0,3.0,13.0
rooms19.com,125.0,39.0,20.0,76.0,3.0,13.0
tc8nblog.com,86.0,29.0,20.0,59.0,4.0,13.0
cannynews.co,88.0,92.0,21.0,73.0,2.0,13.0
kininaru.red,110.0,41.0,21.0,40.0,2.0,13.0
sarashina.info,176.0,54.0,21.0,15.0,2.0,13.0
pines-gc.jp,32.0,33.0,21.0,2.0,3.0,13.0
banbi-eye.com,79.0,68.0,21.0,32.0,3.0,13.0
yukimura-physics.com,125.0,32.0,21.0,59.0,3.0,13.0
pines-gc.jp,34.0,33.0,21.0,2.0,3.0,13.0
yukimura-physics.com,125.0,32.0,21.0,59.0,3.0,13.0
elbazfarm.com,61.0,29.0,22.0,86.0,2.0,13.0
photoryoku.com,91.0,87.0,22.0,12.0,5.0,13.0
photoryoku.com,91.0,87.0,22.0,12.0,5.0,13.0
hyouhon.com,18.0,35.0,23.0,1.0,2.0,13.0
wallet-style.site,123.0,41.0,23.0,72.0,2.0,13.0
nanairo-kocoro.com,103.0,34.0,24.0,87.0,3.0,13.0
nanairo-kocoro.com,103.0,34.0,24.0,75.0,3.0,13.0
yu-cchan.com,124.0,42.0,24.0,96.0,3.0,13.0
yu-cchan.com,124.0,42.0,24.0,96.0,3.0,13.0
nanairo-kocoro.com,103.0,34.0,24.0,82.0,3.0,13.0
excel-kaikei.com,172.0,69.0,24.0,158.0,3.0,13.0
nurajirou.com,187.0,144.0,24.0,1.0,3.0,13.0
pines-gc.jp,34.0,33.0,25.0,2.0,3.0,13.0
now.gg,178.0,35.0,25.0,88.0,3.0,13.0
now.gg,178.0,35.0,25.0,88.0,3.0,13.0
festika-miz.com,35.0,34.0,26.0,3.0,4.0,13.0
earth-quote.org,106.0,94.0,27.0,37.0,2.0,13.0
ws-plan.com,68.0,58.0,27.0,3.0,3.0,13.0
tothetop.jp,87.0,39.0,28.0,14.0,3.0,13.0
orukoharin.com,156.0,41.0,28.0,57.0,3.0,13.0
tamerepo.com,140.0,72.0,28.0,126.0,4.0,13.0
tamerepo.com,140.0,72.0,28.0,127.0,4.0,13.0
tapp-co.jp,174.0,87.0,29.0,74.0,3.0,13.0
tapp-co.jp,175.0,87.0,29.0,74.0,3.0,13.0
tapp-co.jp,175.0,87.0,29.0,74.0,3.0,13.0
onlineearnapkreviews.com,205.0,91.0,31.0,39.0,3.0,13.0
cb4download.com,48.0,46.0,31.0,128.0,3.0,13.0
km43.net,165.0,77.0,31.0,184.0,5.0,13.0
kazzun.com,172.0,54.0,34.0,112.0,3.0,13.0
siromama.com,37.0,33.0,34.0,2.0,3.0,13.0
kazzun.com,172.0,54.0,34.0,112.0,3.0,13.0
tiktechtalk.com,202.0,55.0,36.0,17.0,3.0,13.0
tiktechtalk.com,203.0,55.0,36.0,17.0,3.0,13.0
yochipapy.com,253.0,82.0,42.0,104.0,3.0,13.0
smashmate.net,171.0,110.0,42.0,62.0,3.0,13.0
momonestyle.com,186.0,64.0,42.0,52.0,3.0,13.0
showa-g.org,53.0,185.0,46.0,15.0,3.0,13.0
showa-g.org,59.0,189.0,50.0,27.0,3.0,13.0
ufreegames.org,75.0,67.0,56.0,17.0,2.0,13.0
ufreegames.com,76.0,71.0,56.0,16.0,2.0,13.0
ufreegames.com,74.0,71.0,56.0,16.0,2.0,13.0
ufreegames.org,75.0,67.0,56.0,17.0,2.0,13.0
enjoy-the-outdoors.com,123.0,48.0,56.0,92.0,5.0,13.0
enjoy-the-outdoors.com,123.0,48.0,56.0,92.0,5.0,13.0
tenbaiquest.com,207.0,105.0,84.0,31.0,3.0,13.0
norimono-rabo.xyz,31.0,31.0,1.0,93.0,4.0,13.0
medemanabu.net,64.0,23.0,1.0,437.0,5.0,13.0
yu-gi-oh.xyz,299.0,90.0,145.0,176.0,3.0,13.0
hopefuru.com,424.0,225.0,161.0,492.0,4.0,13.0
ulifestyle.com.hk,542.0,181.0,77.0,128.0,4.0,13.0
dailynewsagency.com,163.0,161.0,89.0,5.0,3.0,13.0
litera.app,275.0,37.0,89.0,103.0,4.0,13.0
litera.app,275.0,37.0,89.0,103.0,4.0,13.0
p-any.net,385.0,109.0,162.0,668.0,3.0,13.0
globaltinyworld.com,633.0,632.0,131.0,470.0,3.0,13.0
globaltinyworld.com,633.0,632.0,131.0,470.0,3.0,13.0
globaltinyworld.com,633.0,632.0,131.0,470.0,3.0,13.0
dealmaxx.net,219.0,120.0,35.0,15.0,4.0,13.0
livecam.asia,181.0,320.0,37.0,115.0,2.0,13.0
realsound.jp,273.0,165.0,39.0,7.0,3.0,13.0
arakawa-story.com,96.0,129.0,43.0,91.0,2.0,13.0
kaijo-turibori.info,40.0,165.0,63.0,120.0,4.0,13.0
bernama.com,508.0,304.0,66.0,100.0,3.0,13.0
twibbonize.com,269.0,70.0,82.0,21.0,5.0,13.0
refinelifekaz.com,208.0,62.0,90.0,301.0,3.0,13.0
make1.jp,195.0,255.0,94.0,72.0,3.0,13.0
make1.jp,195.0,255.0,94.0,72.0,3.0,13.0
globaltinyworld.com,638.0,624.0,132.0,461.0,3.0,13.0
ponisan.com,302.0,92.0,148.0,148.0,5.0,13.0
lankaenews.com,328.0,588.0,280.0,8.0,2.0,13.0
lankaenews.com,329.0,590.0,281.0,8.0,2.0,13.0
muuu-room.com,74.0,59.0,79.0,78.0,4.0,13.0
p-any.net,375.0,105.0,158.0,642.0,3.0,13.0
seeziskids.com,1896.0,846.0,333.0,835.0,2.0,13.0
p-any.net,376.0,105.0,159.0,648.0,3.0,13.0
rentalassistance.net,27.0,15.0,2.0,3.0,3.0,14.0
hungry-now.me,194.0,91.0,2.0,2.0,4.0,14.0
ciclick.com.br,653.0,160.0,3.0,142.0,2.0,14.0
ciclick.com.br,653.0,160.0,3.0,142.0,2.0,14.0
ciclick.com.br,653.0,160.0,3.0,142.0,2.0,14.0
rentalassistance.net,27.0,15.0,3.0,3.0,3.0,14.0
otera-ichiran.com,59.0,67.0,3.0,22.0,3.0,14.0
legna.jp,38.0,80.0,3.0,10.0,4.0,14.0
privatter.net,33.0,30.0,3.0,9.0,5.0,14.0
reomaworld-ryokou.com,65.0,43.0,3.0,24.0,5.0,14.0
wareko.jp,160.0,70.0,5.0,37.0,2.0,14.0
