domain,div,a,img,span,ul,li
chrislovesjulia.com,584.0,253.0,57.0,15.0,0.0,0.0
dan-ball.jp,101.0,84.0,59.0,42.0,0.0,0.0
himawaribatake.net,156.0,116.0,61.0,2.0,0.0,0.0
sharkquiz.com,249.0,68.0,63.0,65.0,0.0,0.0
sanin-chuo.co.jp,344.0,299.0,63.0,30.0,0.0,0.0
ldplayer.net,203.0,138.0,63.0,3.0,0.0,0.0
yamalog.info,9.0,119.0,66.0,1.0,0.0,0.0
dgco.jp,13.0,197.0,70.0,2.0,0.0,0.0
flower365.jp,38.0,38.0,70.0,2.0,0.0,0.0
flower365.jp,38.0,38.0,70.0,2.0,0.0,0.0
tv-asahi.co.jp,512.0,150.0,78.0,201.0,0.0,0.0
dontworkanotherday.com,64.0,51.0,82.0,7.0,0.0,0.0
yad.com,193.0,106.0,90.0,9.0,0.0,0.0
beginners-site2.com,7.0,133.0,106.0,4.0,0.0,0.0
appare.com,13.0,93.0,114.0,0.0,0.0,0.0
eu-alps.com,4.0,352.0,118.0,4.0,0.0,0.0
eu-alps.com,2.0,352.0,118.0,4.0,0.0,0.0
eu-alps.com,0.0,352.0,118.0,4.0,0.0,0.0
yakei-world.com,30.0,143.0,122.0,31.0,0.0,0.0
no1game.net,45.0,179.0,122.0,1.0,0.0,0.0
dividendchannel.com,134.0,164.0,132.0,112.0,0.0,0.0
dividendchannel.com,138.0,164.0,132.0,112.0,0.0,0.0
ajiwai.com,69.0,294.0,156.0,0.0,0.0,0.0
weiguogames.com,415.0,257.0,252.0,0.0,0.0,0.0
gpop.io,3020.0,844.0,133.0,8.0,0.0,0.0
gpop.io,3042.0,829.0,133.0,8.0,0.0,0.0
schizophonic9.com,9.0,167.0,165.0,3.0,0.0,0.0
footao.tv,626.0,1867.0,631.0,656.0,0.0,0.0
escapeclub.jp,25.0,267.0,67.0,1.0,0.0,0.0
escapeclub.jp,25.0,267.0,67.0,1.0,0.0,0.0
himawaribatake.net,157.0,130.0,67.0,2.0,0.0,0.0
escapeclub.jp,25.0,267.0,67.0,1.0,0.0,0.0
gamesmomo.com,103.0,393.0,75.0,8.0,0.0,0.0
newsaperp.com,307.0,118.0,87.0,62.0,0.0,0.0
youga-yougaku.info,58.0,59.0,95.0,1.0,0.0,0.0
toytv.tv,113.0,104.0,103.0,300.0,0.0,0.0
toytv.tv,115.0,104.0,103.0,300.0,0.0,0.0
sl-event.info,229.0,179.0,103.0,72.0,0.0,0.0
toytv.tv,115.0,104.0,103.0,300.0,0.0,0.0
j-basketball.club,507.0,126.0,119.0,18.0,0.0,0.0
vigoo.fun,184.0,131.0,127.0,0.0,0.0,0.0
schizophonic9.com,11.0,168.0,166.0,3.0,0.0,0.0
silvergames.com,589.0,380.0,182.0,21.0,0.0,0.0
nasufood.com,4.0,267.0,316.0,1.0,0.0,0.0
top20.games,828.0,381.0,381.0,383.0,0.0,0.0
top20.games,829.0,381.0,381.0,383.0,0.0,0.0
hoopgame.net,162.0,154.0,151.0,1.0,0.0,0.0
palautimes.jp,271.0,54.0,151.0,97.0,0.0,0.0
hoopgame.net,163.0,154.0,151.0,1.0,0.0,0.0
origami-club.com,45.0,342.0,167.0,21.0,0.0,0.0
free-counter.jp,4.0,15.0,191.0,0.0,0.0,0.0
idolbucket.jp,480.0,109.0,199.0,8.0,0.0,0.0
idolbucket.jp,480.0,109.0,199.0,8.0,0.0,0.0
playtoys.tv,236.0,114.0,207.0,300.0,0.0,0.0
playtoys.tv,236.0,114.0,207.0,300.0,0.0,0.0
iwantplay.games,19.0,403.0,399.0,398.0,0.0,0.0
iwantplay.games,20.0,403.0,399.0,398.0,0.0,0.0
gtuber.com,55.0,15.0,0.0,2.0,2.0,2.0
volley-history.com,34.0,75.0,0.0,30.0,2.0,2.0
basketball-history.com,75.0,109.0,5.0,37.0,2.0,2.0
basketball-history.com,75.0,105.0,5.0,32.0,2.0,2.0
soccer-history.com,73.0,124.0,6.0,41.0,2.0,2.0
reve-islam.com,153.0,58.0,6.0,37.0,4.0,2.0
reve-islam.com,153.0,58.0,6.0,40.0,4.0,2.0
reve-islam.com,153.0,58.0,6.0,37.0,4.0,2.0
ekidenreki.com,81.0,108.0,7.0,37.0,2.0,2.0
chess.com,107.0,44.0,9.0,45.0,2.0,2.0
goanimelist.me,500.0,68.0,15.0,164.0,3.0,2.0
dumpor.com,164.0,155.0,32.0,28.0,2.0,2.0
bloglifer.net,238.0,77.0,54.0,119.0,2.0,2.0
bookwormzz.com,325.0,303.0,100.0,6.0,2.0,2.0
i-gamer.net,34.0,450.0,181.0,7.0,0.0,2.0
qiita.com,286.0,328.0,67.0,310.0,0.0,2.0
americantowns.com,40.0,14.0,2.0,5.0,2.0,3.0
americantowns.com,40.0,14.0,2.0,5.0,2.0,3.0
kaomoji-ichiran.com,41.0,415.0,2.0,12.0,2.0,3.0
kuromusubi.com,66.0,19.0,10.0,4.0,0.0,3.0
spec-press.com,64.0,15.0,11.0,22.0,2.0,3.0
g-ratings.info,61.0,15.0,19.0,9.0,3.0,3.0
fuji-san.info,20.0,11.0,22.0,2.0,0.0,3.0
fuji-san.info,20.0,11.0,22.0,2.0,0.0,3.0
ciaonihon.com,82.0,49.0,23.0,24.0,2.0,3.0
clickrnews.com,184.0,52.0,40.0,1.0,2.0,3.0
tgnysk.com,73.0,32.0,46.0,57.0,2.0,3.0
tgnysk.com,78.0,32.0,46.0,52.0,2.0,3.0
white-lion.xyz,113.0,105.0,1.0,1.0,3.0,3.0
white-lion.xyz,113.0,105.0,1.0,1.0,3.0,3.0
white-lion.xyz,113.0,105.0,1.0,1.0,3.0,3.0
trustedherd.com,101.0,11.0,43.0,4.0,0.0,3.0
viet-jo.com,399.0,241.0,106.0,132.0,3.0,3.0
vdrwopsuxb.xyz,12.0,26.0,0.0,74.0,2.0,4.0
dopsuhdfidsz.xyz,12.0,26.0,0.0,74.0,2.0,4.0
turiba-spot-ichiran.com,78.0,560.0,2.0,12.0,3.0,4.0
wakabakai-aa.jp,9.0,47.0,3.0,0.0,2.0,4.0
physiquego.com,41.0,25.0,4.0,0.0,2.0,4.0
physiquego.com,41.0,25.0,4.0,0.0,2.0,4.0
rummikub-apps.com,64.0,6.0,4.0,8.0,2.0,4.0
physiquego.com,41.0,25.0,4.0,0.0,2.0,4.0
mayap.net,18.0,75.0,7.0,3.0,3.0,4.0
meibakan.com,77.0,24.0,10.0,52.0,2.0,4.0
meibakan.com,82.0,24.0,10.0,52.0,2.0,4.0
meibakan.com,82.0,24.0,10.0,52.0,2.0,4.0
gainablog.com,109.0,71.0,11.0,58.0,2.0,4.0
gainablog.com,114.0,71.0,11.0,58.0,2.0,4.0
gainablog.com,114.0,71.0,11.0,58.0,2.0,4.0
samplekazuichi.com,91.0,23.0,12.0,59.0,2.0,4.0
samplekazuichi.com,94.0,23.0,12.0,59.0,2.0,4.0
samplekazuichi.com,94.0,23.0,12.0,59.0,2.0,4.0
nnnmmland.com,91.0,27.0,13.0,49.0,2.0,4.0
nnnmmland.com,98.0,27.0,13.0,49.0,2.0,4.0
nnnmmland.com,98.0,27.0,13.0,49.0,2.0,4.0
kosodate-journey.com,59.0,46.0,14.0,10.0,2.0,4.0
golfweather.info,84.0,43.0,18.0,9.0,2.0,4.0
mojerecepty.com,174.0,65.0,19.0,56.0,2.0,4.0
golfweather.info,84.0,44.0,20.0,10.0,2.0,4.0
lecturekonnkatsu.com,60.0,171.0,28.0,29.0,2.0,4.0
lecturekonnkatsu.com,65.0,171.0,28.0,29.0,2.0,4.0
lecturekonnkatsu.com,65.0,171.0,28.0,29.0,2.0,4.0
881903.com,553.0,154.0,60.0,316.0,4.0,4.0
photo-tea.com,350.0,81.0,61.0,27.0,2.0,4.0
ninitaeiga.com,355.0,108.0,66.0,55.0,4.0,4.0
moezine.com,120.0,86.0,67.0,50.0,3.0,4.0
bomfin.com,449.0,113.0,71.0,69.0,5.0,4.0
hacendo.com,16.0,32.0,0.0,3.0,2.0,5.0
hacendo.com,16.0,32.0,0.0,3.0,2.0,5.0
hacendo.com,16.0,32.0,0.0,3.0,2.0,5.0
hacendo.com,16.0,32.0,0.0,3.0,2.0,5.0
gameleaks.org,31.0,8.0,4.0,21.0,2.0,5.0
gazzettalavoro.net,40.0,11.0,6.0,11.0,2.0,5.0
seikakushindan.info,197.0,36.0,9.0,40.0,4.0,5.0
komantarebu.com,46.0,17.0,9.0,6.0,4.0,5.0
goodlerner.com,75.0,21.0,10.0,68.0,2.0,5.0
goodlerner.com,75.0,21.0,10.0,68.0,2.0,5.0
goodlerner.com,75.0,21.0,10.0,68.0,2.0,5.0
achiachinews.com,125.0,33.0,12.0,56.0,2.0,5.0
playingcardstadium.com,20.0,27.0,12.0,3.0,2.0,5.0
achiachinews.com,125.0,33.0,12.0,56.0,2.0,5.0
danbuzan.com,120.0,60.0,15.0,1.0,2.0,5.0
hopstepbeer.com,77.0,30.0,16.0,3.0,3.0,5.0
hopstepbeer.com,77.0,30.0,16.0,3.0,3.0,5.0
hopstepbeer.com,77.0,30.0,16.0,3.0,3.0,5.0
russianflirting.com,90.0,47.0,19.0,54.0,2.0,5.0
geinou-resistance.info,70.0,22.0,20.0,56.0,2.0,5.0
geinou-resistance.info,70.0,22.0,20.0,56.0,2.0,5.0
wduiwg.com,50.0,54.0,21.0,42.0,1.0,5.0
babuai100.com,79.0,21.0,21.0,62.0,2.0,5.0
shufu-run.net,44.0,31.0,21.0,0.0,3.0,5.0
bizyou.jp,63.0,16.0,25.0,3.0,4.0,5.0
maku-jyo.com,19.0,81.0,76.0,1.0,2.0,5.0
maku-jyo.com,19.0,80.0,76.0,1.0,2.0,5.0
codelabo.com,252.0,76.0,97.0,64.0,2.0,5.0
free-proxy.cz,264.0,66.0,37.0,49.0,2.0,5.0
matiuke-cute.net,236.0,76.0,57.0,14.0,2.0,5.0
matiuke-cute.net,245.0,76.0,57.0,14.0,2.0,5.0
matiuke-cute.net,245.0,76.0,57.0,14.0,2.0,5.0
hoicil.com,468.0,248.0,66.0,80.0,3.0,5.0
hoicil.com,468.0,248.0,66.0,80.0,3.0,5.0
kitahanabi.com,139.0,44.0,67.0,106.0,2.0,5.0
kitahanabi.com,141.0,44.0,67.0,106.0,2.0,5.0
kitahanabi.com,141.0,44.0,67.0,106.0,2.0,5.0
mr-bike.jp,707.0,145.0,134.0,9.0,2.0,5.0
daigaku3.com,58.0,7.0,0.0,1.0,3.0,6.0
hensachi.jp,834.0,800.0,0.0,1.0,3.0,6.0
mojim.com,212.0,1265.0,2.0,842.0,2.0,6.0
frestu.com,47.0,15.0,2.0,5.0,2.0,6.0
nanndemohikaku.com,52.0,110.0,3.0,9.0,2.0,6.0
bike-norimonodaisuki.com,89.0,15.0,3.0,4.0,2.0,6.0
anz-m.com,51.0,13.0,3.0,9.0,2.0,6.0
blogara.jp,38.0,197.0,4.0,25.0,2.0,6.0
rigolotes.fr,46.0,33.0,5.0,21.0,3.0,6.0
tips360.jp,41.0,9.0,5.0,2.0,4.0,6.0
seseragi-system.com,35.0,50.0,8.0,15.0,2.0,6.0
ggeika.com,39.0,23.0,10.0,35.0,2.0,6.0
tokyo-animetourism.jp,84.0,32.0,11.0,4.0,2.0,6.0
he-fumu.com,28.0,32.0,11.0,2.0,6.0,6.0
introduction1.com,121.0,23.0,12.0,100.0,2.0,6.0
tabinotebook.com,36.0,43.0,12.0,6.0,2.0,6.0
touseikan.com,78.0,22.0,12.0,62.0,2.0,6.0
cogl3d.org,79.0,66.0,13.0,3.0,2.0,6.0
mnamae.jp,12.0,31.0,13.0,0.0,3.0,6.0
ryoko-club.com,66.0,27.0,14.0,13.0,2.0,6.0
shibayan.jp,12.0,23.0,16.0,37.0,4.0,6.0
konpure.com,110.0,37.0,19.0,66.0,2.0,6.0
eiga-manga.com,125.0,32.0,21.0,92.0,3.0,6.0
introduction1.com,116.0,23.0,22.0,90.0,2.0,6.0
introduction1.com,121.0,23.0,22.0,90.0,2.0,6.0
yuko-design.com,22.0,10.0,23.0,0.0,2.0,6.0
yuko-design.com,22.0,10.0,23.0,0.0,2.0,6.0
snsdays.com,164.0,97.0,23.0,16.0,2.0,6.0
yuko-design.com,22.0,10.0,23.0,0.0,2.0,6.0
hanakotoba-map.com,27.0,22.0,24.0,26.0,2.0,6.0
pokomichi.com,57.0,42.0,24.0,4.0,2.0,6.0
the1991.info,139.0,48.0,26.0,100.0,2.0,6.0
knowlelog.net,122.0,83.0,26.0,5.0,2.0,6.0
kaiun-net.com,66.0,50.0,27.0,11.0,2.0,6.0
kyureki.com,102.0,242.0,27.0,50.0,3.0,6.0
nonbeeno-tawamure.com,185.0,45.0,27.0,96.0,3.0,6.0
lolbeans.io,412.0,21.0,28.0,78.0,2.0,6.0
kyodo-nippoin.com,84.0,27.0,28.0,66.0,2.0,6.0
yama-camp.net,176.0,101.0,29.0,167.0,2.0,6.0
applikoryaku.com,122.0,64.0,30.0,1.0,2.0,6.0
cheater.fun,403.0,196.0,30.0,231.0,2.0,6.0
tmotsubo.com,69.0,42.0,32.0,36.0,2.0,6.0
tukisiroblog.com,259.0,44.0,54.0,51.0,2.0,6.0
9itube.com,20.0,42.0,1.0,0.0,2.0,6.0
weblio.jp,18.0,59.0,1.0,0.0,2.0,6.0
uic.jp,28.0,53.0,1.0,63.0,2.0,6.0
9itube.com,20.0,42.0,1.0,0.0,2.0,6.0
info-clip.com,54.0,7.0,1.0,11.0,3.0,6.0
info-clip.com,54.0,7.0,1.0,11.0,3.0,6.0
gunplapocchi.com,175.0,108.0,85.0,136.0,2.0,6.0
moneyguru24.com,52.0,39.0,35.0,0.0,2.0,6.0
smile-log.net,100.0,112.0,37.0,23.0,3.0,6.0
divnil.com,40.0,55.0,39.0,0.0,2.0,6.0
spaceless.jp,203.0,58.0,39.0,137.0,3.0,6.0
b-wtk.com,281.0,69.0,47.0,89.0,2.0,6.0
sengoku-g.net,61.0,190.0,49.0,18.0,2.0,6.0
openclassactions.com,92.0,74.0,61.0,33.0,2.0,6.0
openclassactions.com,96.0,76.0,63.0,42.0,2.0,6.0
openclassactions.com,100.0,76.0,63.0,44.0,2.0,6.0
shinpeee.com,190.0,63.0,102.0,109.0,2.0,6.0
shinpeee.com,196.0,63.0,102.0,110.0,2.0,6.0
shinpeee.com,195.0,62.0,102.0,111.0,2.0,6.0
histoiresdunet.com,320.0,205.0,151.0,83.0,2.0,6.0
helloworkplus.com,45.0,902.0,0.0,74.0,3.0,7.0
helloworkplus.com,45.0,904.0,0.0,74.0,3.0,7.0
social-present.com,124.0,75.0,2.0,8.0,2.0,7.0
miwaku-meigaza.com,49.0,14.0,2.0,3.0,2.0,7.0
charactercalculator.com,106.0,51.0,2.0,100.0,2.0,7.0
sakakibara-ryuji.com,97.0,29.0,2.0,43.0,3.0,7.0
maichi-zzz.tokyo,50.0,25.0,3.0,12.0,2.0,7.0
hsbflash.jp,17.0,53.0,4.0,2.0,2.0,7.0
greenbullresearch.com,183.0,33.0,6.0,43.0,2.0,7.0
greenbullresearch.com,183.0,33.0,6.0,43.0,2.0,7.0
studio-webli.com,83.0,24.0,6.0,12.0,3.0,7.0
studio-webli.com,83.0,24.0,6.0,12.0,3.0,7.0
gameizm.net,40.0,35.0,9.0,12.0,3.0,7.0
lucky-journey.com,74.0,24.0,10.0,54.0,2.0,7.0
lucky-journey.com,74.0,24.0,10.0,54.0,2.0,7.0
surveoo.com,51.0,8.0,11.0,5.0,2.0,7.0
karikari.xyz,75.0,23.0,11.0,64.0,2.0,7.0
surveoo.com,51.0,8.0,11.0,5.0,2.0,7.0
xn--y8jwbp6134e.club,61.0,54.0,12.0,16.0,2.0,7.0
massustyle.com,27.0,19.0,13.0,17.0,2.0,7.0
nazonazone.com,58.0,34.0,13.0,18.0,2.0,7.0
tekisyoku-navi.com,66.0,14.0,15.0,15.0,2.0,7.0
kinyu-list.com,72.0,100.0,15.0,0.0,2.0,7.0
hirocommu.com,49.0,31.0,15.0,7.0,3.0,7.0
faqwalla.com,173.0,51.0,17.0,38.0,2.0,7.0
faqwalla.com,175.0,51.0,17.0,38.0,2.0,7.0
edgenews.jp,177.0,34.0,17.0,73.0,2.0,7.0
lifeandsutdymagazine.com,112.0,33.0,18.0,57.0,3.0,7.0
birdsdaily.com,28.0,30.0,18.0,5.0,3.0,7.0
lifeandsutdymagazine.com,114.0,33.0,18.0,57.0,3.0,7.0
birdsdaily.com,28.0,30.0,18.0,5.0,3.0,7.0
birdsdaily.com,28.0,30.0,18.0,5.0,3.0,7.0
off-to-hawaii.com,103.0,28.0,18.0,51.0,3.0,7.0
lifeandsutdymagazine.com,114.0,33.0,18.0,57.0,3.0,7.0
astucesaufeminin.com,28.0,31.0,18.0,5.0,3.0,7.0
mono-siri.com,64.0,23.0,19.0,52.0,2.0,7.0
kimika.net,40.0,41.0,19.0,99.0,4.0,7.0
teto-blog.com,78.0,30.0,20.0,56.0,3.0,7.0
teto-blog.com,78.0,33.0,20.0,56.0,3.0,7.0
liumingye.cn,189.0,97.0,21.0,37.0,0.0,7.0
everycustom.net,98.0,34.0,21.0,65.0,2.0,7.0
mamemame-blog.com,59.0,17.0,22.0,11.0,2.0,7.0
onedrop-cafe.com,36.0,29.0,23.0,1.0,2.0,7.0
saiteki.me,41.0,41.0,24.0,62.0,2.0,7.0
collagekids.nl,86.0,33.0,25.0,34.0,3.0,7.0
yamanote0818g.net,48.0,55.0,27.0,26.0,2.0,7.0
ponblog.xyz,95.0,28.0,40.0,66.0,2.0,7.0
beikabusokuho.com,200.0,66.0,44.0,173.0,2.0,7.0
gamepix.com,740.0,228.0,58.0,18.0,2.0,7.0
edo-g.com,69.0,217.0,58.0,38.0,2.0,7.0
zakkurirecipe.com,285.0,144.0,58.0,4.0,3.0,7.0
tabijikan.jp,384.0,151.0,60.0,33.0,2.0,7.0
digiq.jp,413.0,98.0,80.0,26.0,4.0,7.0
ryoumablog.work,200.0,45.0,84.0,166.0,3.0,7.0
peopleactmagazine.fr,423.0,163.0,169.0,114.0,2.0,7.0
peopleactmagazine.fr,423.0,163.0,169.0,114.0,2.0,7.0
gameyay.com,345.0,92.0,85.0,0.0,2.0,7.0
ikujipapa.net,40.0,48.0,41.0,2.0,2.0,7.0
peopleactmagazine.fr,207.0,109.0,61.0,60.0,2.0,7.0
manga-tei.com,43.0,60.0,102.0,19.0,2.0,7.0
burantasu.com,452.0,233.0,212.0,27.0,2.0,7.0
fnn.jp,762.0,356.0,175.0,217.0,2.0,7.0
fnn.jp,760.0,355.0,175.0,216.0,2.0,7.0
fnn.jp,760.0,355.0,175.0,216.0,2.0,7.0
anime0128.com,17.0,11.0,5.0,18.0,2.0,8.0
rumisunheart.com,46.0,11.0,5.0,0.0,2.0,8.0
crossmodelife.com,24.0,15.0,6.0,15.0,3.0,8.0
tediamedia.com,172.0,73.0,6.0,50.0,3.0,8.0
draft-meikan.com,55.0,44.0,6.0,23.0,4.0,8.0
shigamamrepo.xyz,63.0,61.0,7.0,56.0,2.0,8.0
shigamamrepo.xyz,65.0,61.0,7.0,56.0,2.0,8.0
shigamamrepo.xyz,65.0,61.0,7.0,56.0,2.0,8.0
sainte-anastasie.org,105.0,46.0,8.0,24.0,2.0,8.0
singaporeofw.com,67.0,55.0,8.0,18.0,2.0,8.0
kagiami-cafe.com,56.0,9.0,8.0,5.0,4.0,8.0
99businessideas.com,124.0,34.0,9.0,12.0,2.0,8.0
einthusan.tv,29.0,13.0,9.0,0.0,2.0,8.0
einthusan.tv,29.0,13.0,9.0,0.0,2.0,8.0
99businessideas.com,124.0,31.0,9.0,12.0,2.0,8.0
parkgolf.info,22.0,70.0,9.0,0.0,4.0,8.0
swiki.jp,13.0,38.0,9.0,7.0,5.0,8.0
ndff.net,65.0,21.0,10.0,90.0,2.0,8.0
howtothis.com,47.0,46.0,10.0,16.0,2.0,8.0
howtothis.com,47.0,46.0,10.0,16.0,2.0,8.0
trips-shop.com,242.0,53.0,10.0,33.0,2.0,8.0
howtothis.com,47.0,46.0,10.0,16.0,2.0,8.0
ndff.net,66.0,21.0,10.0,90.0,2.0,8.0
ryuiti1976.com,26.0,19.0,10.0,2.0,2.0,8.0
catchmove.net,34.0,26.0,10.0,17.0,2.0,8.0
yeah888.tokyo,65.0,22.0,10.0,92.0,2.0,8.0
howtothis.com,47.0,46.0,10.0,16.0,2.0,8.0
trips-shop.com,242.0,53.0,10.0,33.0,2.0,8.0
hitorigurasi.info,39.0,98.0,10.0,24.0,5.0,8.0
gogo-zoo-aquarium.com,62.0,56.0,11.0,42.0,2.0,8.0
raifuappu.com,101.0,28.0,11.0,41.0,2.0,8.0
gogo-zoo-aquarium.com,62.0,56.0,11.0,42.0,2.0,8.0
money-resolution01.com,40.0,1.0,11.0,48.0,2.0,8.0
raifuappu.com,101.0,28.0,11.0,41.0,2.0,8.0
wahahanews.com,89.0,37.0,11.0,65.0,3.0,8.0
nipponbudokan.jp,69.0,22.0,12.0,91.0,2.0,8.0
ippaikaasan.com,41.0,28.0,12.0,12.0,2.0,8.0
ippaikaasan.com,41.0,28.0,12.0,12.0,2.0,8.0
ib-game.jp,21.0,11.0,12.0,0.0,3.0,8.0
moet-678.com,35.0,32.0,13.0,4.0,2.0,8.0
dorocy-world.com,55.0,28.0,13.0,13.0,2.0,8.0
entame-lab.com,62.0,40.0,14.0,32.0,2.0,8.0
joshi-tabi.info,78.0,41.0,14.0,16.0,3.0,8.0
ecofinanca.com.br,324.0,50.0,15.0,32.0,2.0,8.0
ecofinanca.com.br,324.0,51.0,15.0,32.0,2.0,8.0
radioplay.fi,592.0,69.0,15.0,9.0,2.0,8.0
macwindowsfacebooksns.net,80.0,56.0,15.0,26.0,4.0,8.0
digital-round.com,49.0,26.0,16.0,16.0,2.0,8.0
thxjpn.com,53.0,31.0,16.0,28.0,2.0,8.0
digital-round.com,49.0,26.0,16.0,16.0,2.0,8.0
decocake.net,84.0,54.0,16.0,29.0,3.0,8.0
decocake.net,84.0,54.0,16.0,29.0,3.0,8.0
irotashi.com,81.0,38.0,17.0,62.0,2.0,8.0
irotashi.com,81.0,38.0,17.0,62.0,2.0,8.0
jobrapido.com,71.0,83.0,17.0,0.0,2.0,8.0
irotashi.com,81.0,38.0,17.0,62.0,2.0,8.0
ytr-e-golf.com,116.0,42.0,17.0,3.0,3.0,8.0
big5-basic.com,15.0,43.0,18.0,58.0,2.0,8.0
gahag.net,75.0,286.0,18.0,2.0,2.0,8.0
baby-action.com,63.0,91.0,18.0,31.0,3.0,8.0
mag.moe,112.0,61.0,18.0,15.0,4.0,8.0
e-netcaravan.jp,62.0,21.0,20.0,82.0,2.0,8.0
psmgp.com,181.0,44.0,20.0,59.0,2.0,8.0
barahh.com,67.0,22.0,20.0,72.0,2.0,8.0
kininarugurume.info,56.0,65.0,20.0,20.0,2.0,8.0
e-netcaravan.jp,62.0,21.0,20.0,82.0,2.0,8.0
psmgp.com,182.0,41.0,20.0,58.0,2.0,8.0
oneilkilt.com,134.0,31.0,20.0,92.0,4.0,8.0
upday.com,359.0,45.0,21.0,58.0,2.0,8.0
yu-me-blog.com,125.0,42.0,22.0,87.0,2.0,8.0
paintmarks.com,52.0,90.0,22.0,0.0,2.0,8.0
amaru.me,36.0,40.0,22.0,1.0,4.0,8.0
kitchen-report.net,117.0,35.0,23.0,65.0,2.0,8.0
mashitanpo.com,13.0,107.0,23.0,39.0,2.0,8.0
theylive30.com,75.0,32.0,24.0,82.0,2.0,8.0
mashitanpo.com,14.0,119.0,26.0,42.0,2.0,8.0
jword.jp,47.0,20.0,27.0,9.0,2.0,8.0
ytcobitt.com,381.0,70.0,28.0,139.0,4.0,8.0
spurs.sc,150.0,43.0,29.0,99.0,3.0,8.0
treecardgames.app,86.0,63.0,30.0,13.0,2.0,8.0
treecardgames.app,86.0,63.0,30.0,13.0,2.0,8.0
treecardgames.app,86.0,63.0,30.0,13.0,2.0,8.0
mobileposse.com,171.0,62.0,30.0,3.0,3.0,8.0
mmea.biz,98.0,51.0,30.0,29.0,3.0,8.0
upday.com,394.0,45.0,32.0,63.0,2.0,8.0
spin1011spin.com,174.0,56.0,36.0,143.0,3.0,8.0
tinspotter.net,167.0,39.0,40.0,55.0,2.0,8.0
dogoh.jp,779.0,53.0,40.0,124.0,2.0,8.0
uma-shi.com,138.0,72.0,40.0,28.0,2.0,8.0
wormate.io,233.0,15.0,42.0,70.0,3.0,8.0
yakan-hiko.com,54.0,62.0,52.0,18.0,2.0,8.0
news4global.com,146.0,175.0,56.0,100.0,2.0,8.0
mirumon.com,48.0,401.0,68.0,6.0,3.0,8.0
quedeseries.es,121.0,162.0,116.0,116.0,2.0,8.0
menuguildsystem.com,404.0,89.0,73.0,323.0,2.0,8.0
code-aim.work,418.0,112.0,101.0,812.0,2.0,8.0
foozine.com,346.0,146.0,163.0,104.0,2.0,8.0
foozine.com,346.0,146.0,163.0,104.0,2.0,8.0
foozine.com,346.0,146.0,163.0,104.0,2.0,8.0
365mamadays-happy.com,197.0,49.0,33.0,108.0,2.0,8.0
tbn17.com,142.0,298.0,33.0,55.0,5.0,8.0
novaskin.me,497.0,99.0,37.0,215.0,0.0,8.0
tumblr.com,499.0,117.0,39.0,209.0,0.0,8.0
takumaiwata.com,154.0,36.0,47.0,34.0,3.0,8.0
kajika-bunko.com,174.0,52.0,51.0,73.0,3.0,8.0
vrcw.net,279.0,128.0,51.0,1.0,4.0,8.0
bowlroll.net,149.0,136.0,53.0,21.0,2.0,8.0
kajika-bunko.com,174.0,52.0,53.0,72.0,3.0,8.0
posstree.com,187.0,62.0,63.0,8.0,2.0,8.0
potehibinozakki.com,285.0,64.0,70.0,142.0,2.0,8.0
goltoku.com,931.0,161.0,86.0,13.0,2.0,8.0
kanturimania.com,371.0,82.0,182.0,122.0,2.0,8.0
cm-ob.pt,109.0,69.0,0.0,40.0,2.0,9.0
j-treasure.com,13.0,37.0,0.0,6.0,3.0,9.0
in-note.com,53.0,20.0,2.0,22.0,5.0,9.0
in-note.com,54.0,20.0,2.0,22.0,5.0,9.0
wp2019.jp,317.0,67.0,2.0,177.0,5.0,9.0
in-note.com,54.0,20.0,2.0,22.0,5.0,9.0
kakoshiru.com,381.0,340.0,3.0,314.0,2.0,9.0
kakoshiru.com,381.0,340.0,3.0,314.0,2.0,9.0
ecdeaf.com,30.0,11.0,3.0,7.0,3.0,9.0
toshikiwami.com,77.0,24.0,5.0,17.0,3.0,9.0
landyourlife.com,26.0,12.0,5.0,2.0,5.0,9.0
hanakotoba.net,40.0,81.0,6.0,20.0,3.0,9.0
sumabis.com,210.0,79.0,6.0,68.0,3.0,9.0
hanakotoba.net,43.0,81.0,6.0,20.0,3.0,9.0
hanakotoba.net,43.0,81.0,6.0,20.0,3.0,9.0
station-elevator-information.com,105.0,23.0,6.0,59.0,4.0,9.0
sekailab.com,67.0,81.0,7.0,16.0,2.0,9.0
vdlz.xyz,62.0,43.0,7.0,2.0,2.0,9.0
saitosan.net,20.0,9.0,7.0,17.0,3.0,9.0
99bako.com,19.0,14.0,9.0,18.0,2.0,9.0
kaimanga.info,63.0,20.0,10.0,79.0,2.0,9.0
kaimanga.info,63.0,20.0,10.0,79.0,2.0,9.0
ndff.net,66.0,22.0,10.0,91.0,2.0,9.0
frkoten.jp,69.0,55.0,10.0,28.0,4.0,9.0
sanosaka.com,134.0,85.0,12.0,62.0,2.0,9.0
sanosaka.com,142.0,95.0,12.0,72.0,2.0,9.0
maroup.net,67.0,22.0,12.0,81.0,2.0,9.0
ame-arare.com,91.0,67.0,12.0,195.0,2.0,9.0
ame-arare.com,90.0,68.0,13.0,196.0,2.0,9.0
ame-arare.com,91.0,67.0,13.0,193.0,2.0,9.0
50start.link,38.0,32.0,13.0,2.0,2.0,9.0
